id,titulo,categoria,perfil,scoreMeni,aprobadoMeni,publicado,archived,palabras,fecha,scoreFromCalidad,resumenIncoherente,provenance
1K4jCiU5mT9xr4pyE0vr,"Adolescente muere atropellado por taxi frente a COTRAN Norte",Sucesos,REPORTAJE,100,true,1,0,527,2026-08-08T02:19:11.432Z,0,0,0
RbCTjiEE7RrHLN80j7K9,"Festival internacional en Managua: horario, países y actividades",Nacionales,REPORTAJE,96,true,1,0,358,2026-08-07T04:14:33.346Z,0,0,0
jD6WppRVoR20CuzBeJbq,"NASA usará avión científico para analizar eclipse solar de 2026",Tecnología,INVESTIGACION,96,true,1,0,662,2026-08-07T03:29:00.203Z,0,0,0
uGw77z0gVCHmBW0gcQLd,"Nicaragüense muere en accidente laboral en España durante poda",Internacionales,REPORTAJE,98,true,1,0,610,2026-08-07T03:02:23.315Z,0,0,0
RRo9U6gI1hRINap3egQS,"Condenan a 25 años al asesino de “La Reina Mengueña” en Chontales",Sucesos,REPORTAJE,100,true,1,0,453,2026-08-07T02:34:43.487Z,0,0,0
9bOstbZ0xJWu92Z1FqBX,"Servicios policiales de Plaza El Sol tienen nueva ubicación",Nacionales,REPORTAJE,96,true,1,0,696,2026-08-07T02:06:01.797Z,0,0,0
Sef2LpxsEcnjg7sf0f3U,"Nicaragua vence a Cuba y jugará la final por el oro ante Panamá",Deportes,INVESTIGACION,100,true,1,0,724,2026-08-06T23:48:40.473Z,0,0,0
caTDwZUGxZmjwicrEukK,"Basura en cauces de Managua eleva riesgo de inundaciones",Nacionales,REPORTAJE,96,true,1,0,416,2026-08-06T23:37:38.158Z,0,0,0
cr3ixiMYdzUXKAO6kzqD,"Yoltamal: el tamal de maíz tierno que identifica a Nicaragua",Nacionales,INVESTIGACION,100,true,1,0,810,2026-08-06T23:03:44.126Z,0,0,0
TYBT2pcviA6IH8AsoE4P,"Dos motociclistas mueren en menos de 12 horas en la Nueva a León",Sucesos,INVESTIGACION,96,true,1,0,725,2026-08-06T17:32:06.171Z,0,0,0
hRxkEYbG8tOislbLn2gF,"Lluvias socavan cauce en Managua y ponen viviendas en riesgo",Nacionales,REPORTAJE,96,true,1,0,819,2026-08-06T03:25:17.616Z,0,0,0
s63hd29g5KZ42Zlhqsls,"Nicaragua gana dos platas y rompe récord en Santo Domingo 2026",Deportes,REPORTAJE,96,true,1,0,1090,2026-08-06T02:42:32.901Z,0,0,0
ynJTnxFm5fa6LL8CSGk0,"Tope de Toros 2026 en Granada: fecha, ruta y qué esperar",Nacionales,REPORTAJE,100,true,1,0,864,2026-08-05T21:28:06.756Z,0,0,0
EnQeMjUfvgWY5xmRSfy5,"Motos, alcohol y madrugada: 6 accidentes en Nicaragua",Sucesos,INVESTIGACION,100,true,1,0,1130,2026-08-05T20:37:54.013Z,0,0,0
zLt9Pxu2BPivxT6PIYTY,"Falcon 9 de SpaceX impactará la Luna este miércole",Tecnología,INVESTIGACION,98,true,1,0,975,2026-08-04T23:56:58.798Z,0,0,0
HDs899RFlczkxeNhhaez,"Adiós a la voz mexicana detrás de Toy Story y Harry Potter",Espectáculos,REPORTAJE,92,true,1,0,617,2026-08-04T23:22:03.621Z,0,0,0
h12a1BuHFk4hNO1MP0xQ,"Volcán de Fuego: evacuaciones y alerta roja en Guatemala",Internacionales,REPORTAJE,98,true,1,0,653,2026-08-04T22:38:13.616Z,0,0,0
b3hBxRnUrftHjFulYE3L,"El Indio Viejo: historia del plato típico de Nicaragua",Nacionales,REPORTAJE,100,true,1,0,983,2026-08-04T22:19:02.352Z,0,0,0
gAp6N4fO4sAjnssvaROp,"Nicaragua anuncia 8va Feria Nacional de la Vivienda",Nacionales,REPORTAJE,100,true,1,0,1206,2026-08-04T22:16:54.084Z,0,0,0
kDIcgG5qs3ZgQCUeSapZ,"Una fiesta de cumpleaños terminó con dos muertos en Wiwilí",Sucesos,REPORTAJE,98,true,1,0,508,2026-08-04T19:06:58.701Z,0,0,0
2JtGQ8X981oq4giKYxQo,"Nicaragua debuta en súper ronda con la mira en Lima 2027",Deportes,REPORTAJE,98,true,1,0,406,2026-08-04T05:05:24.465Z,0,0,0
ow2keC5R8XdLGzu5xKZa,"Cuba sufre séptimo apagón nacional en menos de 24 horas",Internacionales,REPORTAJE,96,true,1,0,886,2026-08-04T04:22:52.396Z,0,0,0
v6CAoeoIGpCRNQhBanXz,"MINSA vacuna contra la rabia a 1.75 millones de perros",Nacionales,REPORTAJE,98,true,1,0,529,2026-08-04T03:33:59.046Z,0,0,0
slZp2GH5RHNd5hKNtZb4,"De Bluefields a Managua: 3 fallecidos en accidentes viales",Sucesos,REPORTAJE,100,true,1,0,659,2026-08-04T03:04:59.181Z,0,0,0
hSohwt9sC0cfwiXEITLg,"Arrancó la Feria Ganadera Agostina 2026 en Managua",Nacionales,REPORTAJE,88,false,0,1,563,2026-08-03T19:07:10.801Z,0,0,0
xpVY9kQlBKSmeLpHwswz,"Revista británica destaca cirugías fetales en Nicaragua",Nacionales,REPORTAJE,96,true,1,0,577,2026-08-02T20:39:58.198Z,0,0,0
o9Q6D0tRNWJ3cDs3nYLm,"En 48 horas, agosto ya suma 8 fallecidos en accidentes",Sucesos,INVESTIGACION,100,true,1,0,1222,2026-08-02T16:12:03.439Z,0,0,0
tuK9ZveBwJom7dhByyNx,"El ""Oro Verde"": cómo la palma africana transforma el Caribe",Nacionales,INVESTIGACION,98,true,1,0,966,2026-08-02T15:19:24.114Z,0,0,0
dcr6j4wJetnGNY80e6sZ,"Así Nicaragua conectó por tierra el Caribe con el Pacífico",Nacionales,REPORTAJE,92,true,1,0,1298,2026-08-02T00:46:43.996Z,0,0,0
rFGNmTRKwi9QSc1VCddH,"Santo Domingo de Guzmán llega a Managua: recorrido y detalles",Nacionales,REPORTAJE,98,true,1,0,1154,2026-08-01T23:34:51.070Z,0,0,0
Pf0VvjOfwZNm7BnQpncl,"Agosto comienza con tres accidentes y 4 fallecidos",Sucesos,INVESTIGACION,100,true,1,0,958,2026-08-01T22:42:58.915Z,0,0,0
AnlD4hQhJdAwroEaMvlx,"Panamá deporta a 20 nicaragüenses por infracciones migratoria",Internacionales,REPORTAJE,96,true,1,0,564,2026-08-01T05:59:39.621Z,0,0,0
glOmX2RSOpciUxHR0y3n,"Nicaragüense de Jinotepe se corona campeón de España en Sanda",Deportes,REPORTAJE,90,true,1,0,775,2026-08-01T05:59:07.042Z,0,0,0
Ng7C24qqQcb5s0ZIueVm,"Tres fallecidos y un lesionado dejan accidentes en el país",Sucesos,REPORTAJE,100,true,1,0,538,2026-08-01T04:52:33.219Z,0,0,0
jYenFFPiEXMMhsvKeTL3,"España regulariza a más de un millón de extranjeros",Internacionales,REPORTAJE,96,true,1,0,536,2026-08-01T04:09:07.171Z,0,0,0
2GBQwgf7i4i2LJsvIhhP,"Santo Domingo de Guzmán inicia sus fiestas con tradición y fe",Nacionales,REPORTAJE,98,true,1,0,1007,2026-08-01T02:08:06.690Z,0,0,0
lzsto5T2q85IgrVkqlA2,"Pokémon dona 100 millones de yenes tras terremoto en Japón",Espectáculos,INVESTIGACION,98,true,1,0,676,2026-07-31T23:33:47.554Z,0,0,0
FLbXd6XRrTl5TCdTkNYT,"Nicaragua en Santo Domingo 2026: medallas, béisbol y retos",Deportes,INVESTIGACION,100,true,1,0,865,2026-07-31T23:02:38.666Z,0,0,0
7k2ncDzIhlS00WN4ktzR,"Carreteras dejan dos fallecidos y varios accidentes",Sucesos,REPORTAJE,100,true,1,0,530,2026-07-31T05:09:14.239Z,0,0,0
l9sGpdiU3xbEDxDXYBWb,"Inaugurarán segunda etapa del Centro Oncológico Nacional",Nacionales,REPORTAJE,98,true,1,0,433,2026-07-31T02:19:27.436Z,0,0,0
pmRNzGHrkOSSpSMWYg5J,"Buscan a hombre acusado de herir de bala a niña en Rivas",Sucesos,REPORTAJE,100,true,1,0,496,2026-07-30T22:13:15.712Z,0,0,0
C5ygeEIQwpMLLlU747up,"Seis miembros de una familia mueren en incendio en Honduras",Internacionales,REPORTAJE,90,true,1,0,441,2026-07-30T13:55:40.537Z,0,0,0
uPjLwgsghbgVfRVtelh4,"Hallan sin vida a profesor desaparecido en cementerio de Boaco",Sucesos,REPORTAJE,100,true,1,0,486,2026-07-30T04:41:08.924Z,0,0,0
Jjk9syTstGMlEeQerkQ6,"Varios accidentes de tránsito dejan fallecidos en Nicaragua",Sucesos,REPORTAJE,100,true,1,0,728,2026-07-30T02:40:32.700Z,0,0,0
8p1gDsWo0i41nsJH4QTo,"Soldador de Casa Blanca sufrió descarga eléctrica durante trabajo",Sucesos,REPORTAJE,100,true,1,0,535,2026-07-30T00:15:10.790Z,0,0,0
OYZgpG1z1Arb5HacLNnp,"Muere joven baleado en barrio México; investigan el ataque",Sucesos,REPORTAJE,100,true,1,0,447,2026-07-29T23:00:26.040Z,0,0,0
ckgtTyw5JZx2lMhWYdiL,"Rayo McQueen y 19 personajes llegan con exhibición a Managua",Espectáculos,INVESTIGACION,90,true,1,0,972,2026-07-29T02:54:12.102Z,0,0,0
SG87LjFIgCWnd6g8EKDq,"Nicaragua invertirá $13.9 millones en 49 camiones de bombero",Nacionales,REPORTAJE,76,false,0,1,545,2026-07-28T23:45:34.543Z,0,0,0
j1ia8jehVS0NtKgsV1GS,"Terremoto de 7.1 deja muertos, desaparecidos y caos en Japón",Internacionales,REPORTAJE,94,true,1,0,559,2026-07-28T23:21:45.961Z,0,0,0
NZkwSINrmCZO4rKOetqz,"Investigan ataque en El Riguero que hirió a niño de 10 año",Sucesos,INVESTIGACION,100,true,1,0,1014,2026-07-28T22:32:34.686Z,0,0,0
JIRE98QbwrecUId3edcA,"Muere trabajador tras ataque de un perro en Managua",Sucesos,REPORTAJE,98,true,1,0,567,2026-07-27T21:45:51.565Z,0,0,0
p9HqVWGCq6WbcUnPBwrn,"Multiestadio Stanley Cayasso: así avanzan sus bases en Managua",Deportes,REPORTAJE,92,true,1,0,595,2026-07-26T23:34:04.379Z,0,0,0
KAe7bOjRVf1k4w7It5q4,"Volcán Telica expulsa ceniza y mantiene vigilancia activa",Nacionales,REPORTAJE,94,true,1,0,395,2026-07-24T22:37:09.101Z,0,0,0
hscMxXK16XKKq84yY1P6,"Accidentes en Nicaragua dejan un fallecido y varios heridos",Sucesos,REPORTAJE,86,false,0,1,418,2026-07-24T16:59:34.663Z,0,0,0
19NRSSTtv9xlGQ31x9gV,"Baile de los Chinegros mantiene vivo un ritual de 400 años",Nacionales,REPORTAJE,100,true,1,0,578,2026-07-24T15:52:31.398Z,0,0,0
ZJpLrlTrusn5Jex8WQgQ,"Después de años prófugo, captura de El Diablo abre interrogante",Internacionales,REPORTAJE,78,false,0,1,435,2026-07-24T14:51:32.537Z,0,0,0
yBv7VNBe546PGd0a0glv,"El caso que estremeció Tipitapa entra a una nueva etapa judicial",Sucesos,REPORTAJE,92,true,1,0,462,2026-07-24T14:10:41.400Z,0,0,0
MkbCQPde18VTVKlSgHLn,"Nicaragua reporta menos casos de dengue, malaria e influenza",Nacionales,REPORTAJE,98,true,1,0,413,2026-07-23T23:50:56.116Z,0,0,0
2rM20SDlcas77huhJYiV,"Café nicaragüense alcanza récord mundial y abre nuevos retos",Nacionales,REPORTAJE,90,true,1,0,483,2026-07-23T23:14:12.537Z,0,0,0
D7y1TWAyXq7SaNMirIjB,"Dos nicaragüenses fallecen en el extranjero en casos distintos",Internacionales,REPORTAJE,80,false,0,1,388,2026-07-23T22:01:21.869Z,0,0,0
esccFviANcjLiHp4UnsQ,"Mineros avanza de ronda y deja en disputa el último boleto",Deportes,REPORTAJE,96,true,1,0,601,2026-07-23T21:23:25.764Z,0,0,0
s9ERxCh1sMwJtlbrPPMJ,"Kimi AI acelera la carrera mundial por la inteligencia artificial",Tecnología,REPORTAJE,94,true,1,0,565,2026-07-23T20:29:54.753Z,0,0,0
7XzL7aTqVYBpTNKgSPxQ,"Puerto Corinto lidera llegada de 11 buques a Nicaragua",Nacionales,REPORTAJE,88,false,0,1,500,2026-07-23T16:20:48.492Z,0,0,0
6MlyKI1pvd5zmaQ7oILa,"Víctima de golpiza en Chichigalpa enfrenta otro proceso judicial",Sucesos,REPORTAJE,96,true,1,0,466,2026-07-23T15:39:45.730Z,0,0,0
W9E5MwLZvezRaSi3meqX,"Accidente en Potosí deja dos vidas perdidas en una colisión vial",Sucesos,REPORTAJE,100,true,1,0,553,2026-07-23T15:03:39.470Z,0,0,0
0s9rnylrsRqwYjjUqUfk,"Managua inicia sus fiestas 2026 con programa y asuetos",Nacionales,INVESTIGACION,94,true,1,0,636,2026-07-22T22:23:15.115Z,0,0,0
3QOwSPvAOLwPxqFV532h,"Prueba de IA obliga a OpenAI a reforzar su seguridad digital",Tecnología,REPORTAJE,90,true,1,0,431,2026-07-22T21:43:19.225Z,0,0,0
wiHS5gvNy7U6tORXAhEU,"Colapso en construcción cobra vida de nicaragüense en EE. UU",Internacionales,REPORTAJE,80,false,0,1,404,2026-07-22T16:27:55.261Z,0,0,0
02DsJjI62kA1rFKe0nWS,"Luchó diez días por su vida y falleció tras ataque de expareja",Sucesos,REPORTAJE,100,true,1,0,506,2026-07-22T15:45:54.095Z,0,0,0
JbGRXcj7AiJNPvQRcneT,"Capturan a autores de doble crimen en San Ramón, Matagalpa",Sucesos,REPORTAJE,84,false,0,1,523,2026-07-22T00:10:36.002Z,0,0,0
xQPCJelRULHFWey1KUH6,"Más allá del cráter: los senderos del Volcán Masaya",Nacionales,REPORTAJE,94,true,1,0,476,2026-07-21T23:41:20.955Z,0,0,0
6G4rPNMwq7InAlhlpTCH,"Nicaragüense muere en Costa Rica tras choque y fuga vial",Internacionales,REPORTAJE,92,true,1,0,597,2026-07-21T23:07:33.316Z,0,0,0
nyF9rfm2AkQACTQPzFAn,"Con 204 representantes, Nicaragua va por nuevas medallas",Deportes,REPORTAJE,92,true,1,0,592,2026-07-21T22:36:16.735Z,0,0,0
HOr2RLJb6pWN03jZvoYD,"Padre muere tras rescatar a su hijo del mar en Poneloya",Sucesos,REPORTAJE,100,true,1,0,446,2026-07-21T15:08:48.033Z,0,0,0
djn1DLmztxyOXwfSQsbx,"ICE detiene a dos nicaragüenses en operativos en EE. UU",Internacionales,REPORTAJE,92,true,1,0,460,2026-07-20T23:35:36.778Z,0,0,0
M9tek6rwIxTjSEbbI71k,"NASA cuestiona límite de tormentas solares con estudio en Nature",Tecnología,INVESTIGACION,90,true,1,0,672,2026-07-20T23:12:21.845Z,0,0,0
3p9PHUH5WeJIGlMFVrLn,"Chile declara Estado de Catástrofe en Coquimbo y Huasco",Internacionales,REPORTAJE,94,true,1,0,532,2026-07-20T22:42:04.476Z,0,0,0
HyUcJbnUzefWCcape0UQ,"Siete nicaragüenses fallecen en el extranjero en julio 2026",Internacionales,REPORTAJE,92,true,1,0,534,2026-07-20T20:10:25.884Z,0,0,0
8rgPZMc8nFJWiAbW7pgj,"Joven de Masaya fallece en la Laguna de Apoyo este 20 de julio",Sucesos,REPORTAJE,96,true,1,0,388,2026-07-20T19:43:51.224Z,0,0,0
bNTteIqTORrl2X7opjvG,"Madrugada trágica en Matagalpa tras presunto robo de ganado",Sucesos,REPORTAJE,100,true,1,0,599,2026-07-20T19:05:18.470Z,0,0,0
aXtBaU598FRn27J0X2nD,"Nueva terminal de buses en Managua reemplaza a Casimiro Sotelo",Nacionales,REPORTAJE,92,true,1,0,631,2026-07-20T18:38:59.247Z,0,0,0
Zu389gS3tQxY0EYfXrE9,"España gana Mundial 2026 y es recibida con honores en Madrid",Deportes,REPORTAJE,96,true,1,0,488,2026-07-20T17:37:20.664Z,0,0,0
i9duvDflEon1d6yAhT0W,"Joven fallece en accidente de tránsito en carretera a Masaya",Sucesos,REPORTAJE,100,true,1,0,475,2026-07-20T16:45:00.170Z,0,0,0
BAcOCY6ZJ7XpDdzfRUZ1,"Accidentes dejan un fallecido y varios lesionados en Nicaragua",Sucesos,REPORTAJE,96,true,1,0,476,2026-07-19T03:03:07.235Z,0,0,0
s3JrANBvskSO61lPqPrv,"KFC busca a 50 fans para inaugurar su primer local en Nicaragua",Nacionales,REPORTAJE,92,true,1,0,406,2026-07-18T22:50:19.317Z,0,0,0
7aOBbeIDRKR06tnYfklr,"Accidente con rastra deja una joven fallecida en Managua",Sucesos,REPORTAJE,100,true,1,0,557,2026-07-18T22:10:41.039Z,0,0,0
wEp7yZu7N154jf3CcWrk,"Dos hermanos fallecen por sumersión en río de Acoyapa, Chontales",Sucesos,REPORTAJE,100,true,1,0,515,2026-07-18T20:48:35.776Z,0,0,0
12vpZYJonwqLUyW1rlpl,"Capturan en Estelí a nicaragüense requerido por caso en EE. UU",Sucesos,REPORTAJE,98,true,1,0,558,2026-07-18T12:57:40.455Z,0,0,0
CyV2dxk6PD7dXEUneJfi,"Nicaragua tendrá presencia en la final del Mundial gracias a FIFA",Deportes,REPORTAJE,92,true,1,0,711,2026-07-18T05:19:04.941Z,0,0,0
J1ZUf7ZxMxaUjb64rkXj,"Cinco accidentes de tránsito dejan tres fallecido y varios herido",Sucesos,REPORTAJE,100,true,1,0,799,2026-07-17T17:20:09.754Z,0,0,0
S8jrH6rYwBEuwzpBDw82,"Inicia construcción del Hospital Oriental Lesbia Carrasquilla",Nacionales,REPORTAJE,94,true,1,0,662,2026-07-16T04:19:00.122Z,0,0,0
dJXd3qsmEK8AY4p0ctko,"Elisha Hodgson hace historia en el arbitraje FIBA por Nicaragua",Deportes,REPORTAJE,94,true,1,0,453,2026-07-15T02:38:00.771Z,0,0,0
ngAKEUkSVkZ6OlfQCQtb,"Desaparecen cuatro marinos tras zarpar de Corn Island",Sucesos,REPORTAJE,96,true,1,0,939,2026-07-15T02:14:33.293Z,0,0,0
023LnrGSslRkXP9djUAW,"Mundial 2030: por qué habrá partidos en Sudamérica y Europa",Deportes,REPORTAJE,94,true,1,0,613,2026-07-14T22:12:10.742Z,0,0,0
qAcmF4MWTiLsTACCG8v5,"Agresión a mujer en Nindirí activa investigación bajo la Ley 779",Sucesos,REPORTAJE,78,false,0,1,527,2026-07-14T06:31:05.219Z,0,0,0
qT9tAbCyVpicX7HmoaD0,"Nueva Guinea busca respuestas por muerte de joven de 18 años",Sucesos,REPORTAJE,80,false,0,1,473,2026-07-14T01:28:33.892Z,0,0,0
CnHlW2RyUcpwlJBKeFug,"Guía de señalización vial en Nicaragua: Líneas y multas Ley 431",Nacionales,REPORTAJE,100,true,1,0,501,2026-07-12T17:58:51.961Z,0,0,0
yo3uA9Pd7mf7k44dTLOX,"Argentina supera a Suiza y va contra Inglaterra en semis",Deportes,REPORTAJE,98,true,1,0,436,2026-07-12T05:02:48.001Z,0,0,0
zDcmowDI8lVo6Is7n2ad,"Investigan hallazgo de dos cuerpos y desaparición por lluvias",Sucesos,REPORTAJE,94,true,1,0,464,2026-07-12T03:47:34.152Z,0,0,0
aDUNDXKB5AaqwW6SfyaG,"COMUPRED monitorea crecida del río Tuma en Mulukukú",Nacionales,REPORTAJE,92,true,1,0,703,2026-07-11T21:23:00.492Z,0,0,0
tYX2ZtXwUXg07CHI0ONj,"Fiscalía acusa a madre y padrastro por muerte de niño",Sucesos,REPORTAJE,74,false,0,1,467,2026-07-10T23:32:02.311Z,0,0,0
zkdDsejAb5hLCpCaEbMR,"Nuevo complejo en Masaya reúne Bomberos y Migración",Nacionales,REPORTAJE,64,false,0,1,403,2026-07-07T23:18:41.431Z,0,0,0
C6Q405XAouocDIs02qKy,"Cinco equipos dominan la lucha por el liderato del Pomares",Deportes,INVESTIGACION,90,true,1,0,738,2026-07-07T21:14:12.703Z,0,0,0
D310EXZbS4v6j8rsMCRB,"Nicaragua y Costa Rica refuerzan lucha contra la malaria",Nacionales,REPORTAJE,96,true,1,0,469,2026-07-07T19:57:14.593Z,0,0,0
yJUWd9Sy8L6qck3mNZ0O,"Fallo judicial reabre debate sobre la defensa de una madre",Sucesos,REPORTAJE,94,true,1,0,581,2026-07-07T19:15:56.137Z,0,0,0
096760aFi8gk8aUBtkFR,"Carreteras del país dejan un fin de semana con varios accidentes",Sucesos,REPORTAJE,96,true,1,0,562,2026-07-06T21:49:34.683Z,0,0,0
i88RK0Ulgkkzyq6YV4Um,"Chinandega estrena 75 viviendas con servicios completos",Nacionales,REPORTAJE,88,false,0,1,350,2026-07-06T20:51:00.333Z,0,0,0
vXJ22LObIbnd5WKA3VDE,"Cabo Verde recibe como héroes a sus ""Tiburones Azules""",Deportes,REPORTAJE,94,true,1,0,498,2026-07-05T18:18:04.761Z,0,0,0
WR9ixdDXutGgVpZ9awuQ,"Terremotos en Venezuela: cifra de fallecidos sube a 2,954",Internacionales,REPORTAJE,94,true,1,0,436,2026-07-05T17:38:35.838Z,0,0,0
KDsFrw5UitY7JGQ9uOPq,"Ataque armado en Costa Rica deja sin vida a migrante rivense",Internacionales,REPORTAJE,92,true,1,0,357,2026-07-05T15:01:31.502Z,0,0,0
EcKTeqT7kLcFElUX3DM2,"Dueño de semovientes paga C$769 mil por muerte en Jalapa",Sucesos,REPORTAJE,78,false,0,1,377,2026-07-04T16:35:38.966Z,0,0,0
PiXjB5ugRBQxjWXIvyuF,"Portugal elimina a Croacia y el Mundial se despide de Modrić",Deportes,REPORTAJE,94,true,1,0,373,2026-07-03T22:06:17.036Z,0,0,0
n0qOx4zq7JyVP4gFwEwW,"Conductor ebrio invade carril y motociclista pierde la vida",Sucesos,REPORTAJE,100,true,1,0,458,2026-07-03T16:43:48.677Z,0,0,0
DabSeh90gN6BreMLkDow,"Una falla cambió el rumbo de un viaje familiar en Chontales",Sucesos,REPORTAJE,100,true,1,0,600,2026-07-03T00:24:21.802Z,0,0,0
Xt18bdt10Mt6CIloPKSu,"Hallan sin vida a dos personas en distintos puntos de Rivas",Sucesos,REPORTAJE,100,true,1,0,369,2026-07-02T21:13:49.466Z,0,0,0
WNZ8XRJLMOhR4ilO7Jfp,"Nicaragua: primera autopista de peaje de su historia",Nacionales,REPORTAJE,92,true,1,0,640,2026-07-02T18:34:30.564Z,0,0,0
mnOKSoFSHJBxuosmF3Tw,"Nicaragua abre ante Colombia en Santo Domingo 2026",Deportes,REPORTAJE,90,true,1,0,505,2026-07-02T14:35:15.090Z,0,0,0
Dll52HugAZbEwPfOA9SL,"Semáforos solares y radares modernizan vías de Nicaragua",Nacionales,REPORTAJE,92,true,1,0,569,2026-07-02T04:09:20.629Z,0,0,0
